30000  210000
287  481  37
288  3125  11
288  588  55
288  4936  24
288  9432  74
288  9778  58
288  3895  17
288  22666  72
289  4013  77
289  5326  8
289  14210  76
289  21451  93
289  15607  64
289  21189  30
289  12201  37
290  2004  16
290  14032  76
290  9198  9
290  21697  10
290  11717  78
290  26676  25
290  14558  20
291  15093  45
291  2658  16
291  14973  55
291  27226  68
291  7138  49
291  13797  71
291  3537  14
292  643  42
292  19679  4
292  20982  63
292  20220  9
292  6712  77
292  16183  68
292  2424  69
293  11121  52
293  4421  50
293  16663  25
293  14292  66
293  5772  30
293  28870  74
293  2384  28
294  4569  89
294  18012  31
294  3625  58
294  24640  60
294  10661  80
294  6625  78
294  3687  2
295  5866  33
295  5748  63
295  22292  80
295  22992  1
295  6688  32
295  8624  19
295  26036  11
296  7225  20
296  22558  93
296  8265  77
296  27906  37
296  13432  67
296  8493  27
296  25921  78
297  17405  86
297  1308  6
297  20413  7
297  11572  19
297  27895  82
297  24070  34
297  5072  82
298  8587  63
298  14801  20
298  6142  80
298  9110  86
298  380  83
298  1981  57
298  19020  95
299  13487  60
299  1123  64
299  1384  31
299  15729  51
299  3600  66
299  10598  40
299  23684  14
300  3554  93
300  26825  54
300  5714  96
300  15012  21
300  22570  44
300  17569  68
300  26152  11
301  5316  65
301  27392  50
301  23541  88
301  28024  45
301  12539  22
301  12068  53
301  2753  13
302  5457  63
302  20552  85
302  16301  17
302  8028  18
302  9221  9
302  3111  62
302  24091  64
303  24091  59
303  16505  33
303  2743  74
303  7811  12
303  258  54
303  23015  73
303  18901  8
304  18022  39
304  18761  82
304  28035  38
304  14883  42
304  19511  34
304  638  5
304  17110  92
305  1450  61
305  17072  37
305  17960  50
305  15476  26
305  10388  29
305  21881  8
305  956  73
306  23008  24
306  10998  63
306  13713  15
306  14239  97
306  29420  48
306  7864  75
306  10559  70
307  25133  13
307  68  80
307  20723  67
307  17449  55
307  21264  85
307  22648  80
307  14601  38
308  20824  21
308  24612  56
308  25139  46
308  220  10
308  26778  44
308  17709  93
308  4277  50
309  10003  53
309  21014  72
309  15875  72
309  29105  2
309  12187  92
309  4201  23
309  1216  65
310  7958  72
310  19414  83
310  25878  86
310  2351  59
310  5871  55
310  14410  6
310  22211  75
311  27792  59
311  6067  78
311  13984  72
311  3716  34
311  23492  59
311  27222  45
311  14684  19
312  9174  86
312  23441  85
312  5028  62
312  11029  7
312  18616  74
312  4015  32
312  27355  13
313  8933  13
313  19140  80
313  11113  58
313  20819  2
313  18048  36
313  24188  26
313  17994  60
314  4934  54
314  22408  8
314  2253  94
314  18691  70
314  11034  36
314  12824  77
314  24162  19
315  15316  50
315  21780  33
315  10803  89
315  15936  57
315  5606  23
315  235  47
315  3405  76
316  28794  21
316  849  99
316  3188  47
316  9298  68
316  27421  40
316  20174  100
316  28117  6
317  10657  65
317  24535  1
317  24418  62
317  24657  1
317  16430  100
317  5605  89
317  3328  61
318  11197  35
318  25483  54
318  24649  2
318  21905  41
318  4437  51
318  18023  85
318  19682  20
319  29373  2
319  28791  44
319  20370  75
319  25780  9
319  22586  86
319  14323  12
319  20079  88
320  8003  76
320  15622  83
320  11917  94
320  18671  61
320  18282  76
320  27913  64
320  23552  29
321  2049  88
321  27258  90
321  11091  6
321  8090  6
321  18490  86
321  14768  37
321  6106  24
322  6360  37
322  18889  35
322  26452  33
322  19667  89
322  18536  16
322  25770  98
322  2088  87
323  26391  91
323  28170  53
323  17297  56
323  29802  1
323  3891  35
323  11595  1
323  8875  89
324  12287  26
324  12354  92
324  7869  76
324  6421  82
324  21500  86
324  24796  20
324  4852  96
325  3140  96
325  4670  46
325  27799  95
325  12180  48
325  744  97
325  20927  64
325  946  27
326  1772  20
326  986  20
326  1481  80
326  1735  27
326  13048  59
326  14625  97
326  18474  99
327  1992  54
327  3540  1
327  10531  7
327  19661  29
327  20939  1
327  25611  29
327  25059  88
328  195  53
328  8981  57
328  27699  16
328  14056  23
328  344  60
328  14450  29
328  22101  71
329  29066  93
329  5890  67
329  18593  53
329  4158  25
329  11491  88
329  14206  32
329  24690  57
330  29339  91
330  25751  68
330  9197  92
330  21945  17
330  10234  59
330  9863  67
330  16320  33
331  27403  19
331  21978  82
331  7194  90
331  13948  72
331  8850  48
331  8342  66
331  22680  15
332  12400  61
332  12267  28
332  26772  95
332  2018  42
332  17996  16
332  17098  75
332  3852  75
333  20447  18
333  26380  67
333  15080  2
333  1998  53
333  1238  51
333  13871  32
333  28015  69
334  28198  92
334  29879  14
334  29220  30
334  27913  4
334  27537  99
334  19690  87
334  4110  44
335  3796  100
335  26205  76
335  9734  5
335  1262  64
335  2862  23
335  10452  62
335  14443  63
336  10489  86
336  12204  75
336  6519  57
336  20297  79
336  5512  38
336  22537  90
336  761  21
337  21178  99
337  17819  98
337  5481  39
337  18736  63
337  13904  41
337  21393  77
337  10475  27
338  15735  65
338  10148  44
338  1893  77
338  24364  69
338  29091  17
338  22797  54
338  861  58
339  12278  59
339  24366  95
339  4539  31
339  10914  28
339  18012  52
339  18047  49
339  27583  27
340  27172  9
340  8679  74
340  12706  16
340  4643  23
340  3191  19
340  7285  51
340  12945  70
341  5611  98
341  22903  54
341  25461  43
341  10892  57
341  14158  37
341  10690  27
341  4459  58
342  5402  41
342  9013  68
342  1549  14
342  9424  33
342  21376  37
342  4572  98
342  9655  42
343  14522  38
343  17573  82
343  7847  37
343  633  46
343  25692  25
343  18770  42
343  15182  19
344  27184  78
344  3394  69
344  24609  91
344  17521  48
344  4607  16
344  10042  40
344  19736  34
345  21295  17
345  21436  71
345  5877  97
345  2964  41
345  24492  92
345  7852  90
345  1881  86
346  24918  18
346  624  3
346  1430  9
346  28151  68
346  2387  33
346  10340  89
346  26416  30
347  24793  1
347  1605  13
347  2308  40
347  16778  8
347  10386  77
347  20415  61
347  24123  36
348  21510  98
348  17194  87
348  177  14
348  23064  43
348  15202  78
348  3572  93
348  985  96
349  17112  94
349  26680  78
349  18440  20
349  24750  41
349  13876  56
349  29834  35
349  11166  83
350  19249  22
350  8308  68
350  6604  45
350  20031  79
350  29451  52
350  4096  67
350  2596  66
351  18059  85
351  21615  57
351  1011  49
351  15244  56
351  1163  58
351  3745  63
351  28287  58
352  7786  96
352  22858  100
352  22178  37
352  231  85
352  7948  72
352  13097  7
352  8094  54
353  24884  56
353  24139  81
353  21706  16
353  20834  35
353  14948  90
353  5195  84
353  25704  1
354  19920  6
354  11115  75
354  1665  96
354  9439  94
354  15821  6
354  20836  50
354  10815  9
355  3130  34
355  9184  37
355  17241  83
355  12637  7
355  8179  5
355  4647  5
355  708  25
356  28984  45
356  26920  52
356  21307  89
356  29020  93
356  16618  93
356  12753  81
356  121  82
357  29923  97
357  15302  94
357  19839  54
357  20175  98
357  24870  60
357  14562  56
357  10115  20
358  7208  28
358  15259  67
358  17702  74
358  9302  84
358  6313  77
358  17989  86
358  15270  10
359  8267  100
359  29965  1
359  1896  3
359  13925  19
359  27312  57
359  17435  1
359  27574  85
360  395  24
360  4570  68
360  20172  46
360  6177  36
360  22198  42
360  29277  55
360  26389  4
361  28696  38
361  18246  59
361  5990  5
361  18248  15
361  19484  62
361  2914  26
361  16355  61
362  8777  72
362  19780  71
362  27800  22
362  17593  89
362  8890  38
362  22280  13
362  16698  28
363  3016  97
363  2024  47
363  4160  63
363  23969  69
363  22662  39
363  22169  12
363  3583  32
364  17896  100
364  14324  27
364  1198  10
364  27368  17
364  11991  30
364  6170  79
364  13810  2
365  13790  67
365  6041  50
365  8219  15
365  4776  42
365  18364  21
365  20765  77
365  22210  94
366  2835  46
366  6121  81
366  17655  4
366  25679  44
366  6189  79
366  18516  85
366  11296  84
367  16608  10
367  24834  86
367  27697  38
367  26214  88
367  14561  26
367  28146  17
367  20275  52
368  29969  67
368  18331  54
368  27805  42
368  18864  40
368  26991  38
368  4771  41
368  5352  86
369  29272  27
369  21223  64
369  4225  7
369  16892  52
369  4306  5
369  7962  9
369  18252  98
370  19049  65
370  20127  9
370  23625  55
370  3789  46
370  18592  19
370  16223  20
370  1169  83
371  17090  49
371  28783  44
371  28975  8
371  10227  96
371  6947  16
371  6505  31
371  19405  51
372  21515  85
372  13414  25
372  27894  18
372  18063  14
372  4160  64
372  23896  65
372  8818  31
373  7863  47
373  13614  91
373  28520  60
373  18335  74
373  16899  8
373  10783  82
373  23873  59
374  2688  63
374  20385  47
374  16243  54
374  4985  70
374  13988  63
374  17050  17
374  27042  53
375  28038  85
375  20188  44
375  10701  14
375  9150  37
375  14554  62
375  9498  83
375  1477  29
376  24484  10
376  1169  47
376  29276  57
376  29681  99
376  21655  62
376  28070  84
376  19579  87
377  28118  95
377  4062  82
377  18532  83
377  15990  82
377  13217  45
377  1809  18
377  27749  96
378  16860  29
378  1582  92
378  27482  78
378  24809  59
378  29657  13
378  11462  97
378  28013  39
379  52  51
379  19970  38
379  4711  27
379  892  38
379  23521  97
379  25422  4
379  25090  30
380  13680  45
380  21049  95
380  15189  4
380  6934  30
380  23870  34
380  14274  15
380  16885  22
381  5471  56
381  18258  83
381  28515  29
381  16749  15
381  8692  98
381  20205  48
381  10418  75
382  17215  37
382  22987  21
382  22776  80
382  17175  17
382  14654  37
382  19253  73
382  10363  4
383  29065  99
383  17540  19
383  20808  61
383  23812  53
383  12623  3
383  17577  47
383  14921  43
384  296  2
384  10365  83
384  18992  93
384  29799  86
384  14497  63
384  14542  7
384  22773  77
385  17474  4
385  3097  32
385  16055  51
385  2370  58
385  19852  63
385  23593  65
385  21700  59
386  16479  79
386  27208  68
386  922  86
386  26370  57
386  1451  79
386  21211  6
386  10640  58
387  21141  18
387  16484  86
387  14635  41
387  26821  96
387  9382  54
387  4920  72
387  24729  93
388  9929  7
388  28187  27
388  10764  77
388  13962  57
388  4163  54
388  28640  68
388  1061  83
389  5701  31
389  26821  35
389  18470  41
389  29413  60
389  13568  24
389  26126  35
389  27420  68
390  18146  11
390  17021  31
390  14837  34
390  17547  71
390  26761  60
390  24444  72
390  24122  98
391  7911  2
391  4944  86
391  29754  54
391  26382  64
391  12622  21
391  15512  11
391  15368  10
392  17965  66
392  11598  7
392  26368  9
392  21310  62
392  4458  36
392  4046  54
392  15113  41
393  15484  35
393  4266  32
393  26576  36
393  26205  84
393  28416  1
393  27487  65
393  22132  60
394  23636  80
394  19653  20
394  25859  30
394  13470  91
394  15893  33
394  25844  66
394  18994  15
395  28873  57
395  24072  46
395  5728  99
395  26462  16
395  22979  13
395  22332  72
395  23711  13
396  21133  80
396  14824  80
396  13870  29
396  26242  46
396  18710  92
396  18844  54
396  29647  87
397  22048  27
397  18507  13
397  29305  59
397  19904  42
397  5611  58
397  15849  92
397  29257  95
398  21238  14
398  28114  33
398  28567  55
398  8355  67
398  24291  73
398  25320  70
398  995  32
399  23326  10
399  8369  7
399  27715  63
399  9068  39
399  23739  93
399  4320  44
399  27627  35
400  20607  51
400  26627  61
400  570  92
400  23816  72
400  23967  42
400  8840  85
400  27113  26
401  23662  41
401  1120  7
401  10041  97
401  8342  60
401  26811  73
401  16314  68
401  8043  15
402  19297  43
402  24928  94
402  17879  45
402  25065  9
402  18292  17
402  5898  74
402  4681  89
403  5691  13
403  16562  54
403  642  72
403  13631  34
403  19159  40
403  18017  4
403  14674  74
404  23712  70
404  7508  24
404  28582  36
404  17110  40
404  1906  64
404  17927  53
404  12548  89
405  28585  87
405  10970  100
405  27012  35
405  19014  41
405  5697  79
405  6253  43
405  21385  2
406  17838  41
406  14126  44
406  21344  57
406  21275  35
406  20063  59
406  7030  23
406  28507  93
407  26065  64
407  25602  76
407  7586  41
407  23124  89
407  8915  96
407  26460  100
407  4196  11
408  5682  34
408  3147  50
408  7537  92
408  28569  82
408  1040  81
408  8479  59
408  25064  8
409  141  76
409  28069  61
409  9891  36
409  15156  54
409  17695  45
409  9869  47
409  11662  27
410  14827  30
410  26390  85
410  10626  11
410  1078  15
410  4169  51
410  4832  94
410  1339  5
411  4429  73
411  11502  66
411  24680  27
411  23294  63
411  19459  33
411  23017  42
411  20417  91
412  20890  46
412  11733  52
412  29730  34
412  28674  96
412  14596  74
412  18282  49
412  17551  16
413  26050  23
413  13988  66
413  20841  68
413  23874  66
413  18024  37
413  28709  53
413  11218  15
414  16834  40
414  13435  61
414  15087  68
414  19422  50
414  17082  80
414  10871  11
414  10001  8
415  15465  82
415  20830  35
415  12280  15
415  3423  24
415  13139  6
415  3613  53
415  1327  80
416  18734  95
416  22398  73
416  19672  32
416  21192  53
416  43  13
416  29461  95
416  25377  40
417  20887  85
417  5383  8
417  16969  3
417  4518  35
417  14025  77
417  19688  78
417  14992  33
418  24571  25
418  7658  97
418  1783  97
418  2897  32
418  8110  28
418  11823  57
418  7199  67
419  3752  38
419  16501  63
419  21261  2
419  2056  29
419  7121  66
419  6502  54
419  25155  58
420  5773  27
420  8909  1
420  13296  97
420  10578  52
420  9102  85
420  1144  65
420  17784  64
421  29280  61
421  27854  40
421  1528  66
421  141  61
421  25386  3
421  26011  64
421  4233  11
422  29128  85
422  22104  23
422  5015  88
422  7147  77
422  12773  87
422  14857  59
422  3117  5
423  5920  75
423  20129  95
423  8139  23
423  967  63
423  18277  85
423  172  80
423  28061  97
424  4357  74
424  27456  25
424  29458  64
424  9874  44
424  12736  44
424  15862  36
424  16459  83
425  19935  82
425  1362  74
425  27723  95
425  17584  32
425  17718  20
425  1247  97
425  163  76
426  18390  44
426  3244  84
426  421  18
426  3365  21
426  15956  39
426  6587  56
426  10321  1
427  16351  96
427  14318  42
427  22129  86
427  23716  38
427  26813  29
427  19630  53
427  16134  72
428  28987  79
428  8735  31
428  1053  66
428  26349  40
428  28776  24
428  19410  84
428  2706  43
429  9159  27
429  12126  58
429  29516  39
429  9745  3
429  5792  62
429  21128  22
429  23201  89
430  25617  52
430  7394  48
430  28410  6
430  8872  25
430  2948  92
430  1897  67
430  4819  60
431  7519  30
431  22803  26
431  24062  43
431  20805  81
431  25359  45
431  21300  15
431  5525  76
432  3438  40
432  24909  84
432  17952  85
432  12555  100
432  396  80
432  15505  24
432  11191  19
433  11155  19
433  11762  14
433  10341  39
433  21443  12
433  911  37
433  20643  74
433  18682  41
434  11126  81
434  26010  78
434  24924  76
434  2411  66
434  8326  66
434  9614  13
434  17870  76
435  12208  84
435  15147  48
435  4927  65
435  18275  29
435  5317  7
435  11923  12
435  6223  82
436  9170  41
436  19414  33
436  12292  41
436  14391  14
436  17760  47
436  25517  8
436  6552  59
437  17421  10
437  19321  57
437  24201  69
437  11640  96
437  12241  37
437  570  25
437  22390  46
438  5818  6
438  28641  99
438  10398  74
438  9547  68
438  4686  89
438  8799  81
438  20675  14
439  5023  38
439  5284  29
439  19515  64
439  28759  43
439  27785  41
439  11646  88
439  11720  13
440  21048  100
440  28251  9
440  26377  7
440  22777  94
440  24493  76
440  24824  54
440  9451  88
441  25826  39
441  10224  64
441  12665  59
441  15249  86
441  2264  21
441  10625  31
441  21501  94
442  4394  69
442  1505  70
442  6504  44
442  4550  80
442  11939  11
442  644  61
442  7347  44
443  2755  36
443  12630  91
443  17902  67
443  79  34
443  888  88
443  17395  92
443  23898  31
444  1460  32
444  17184  27
444  12201  28
444  28648  51
444  20928  49
444  27523  38
444  10676  86
445  24380  76
445  4064  7
445  20751  2
445  1748  47
445  515  29
445  19874  35
445  2181  92
446  18504  75
446  24562  13
446  26066  59
446  26150  80
446  27923  8
446  6582  50
446  10550  58
447  212  95
447  5935  32
447  23249  34
447  4323  61
447  7223  14
447  19109  82
447  9247  32
448  20296  98
448  2388  25
448  18828  93
448  18618  77
448  8268  12
448  5298  56
448  5303  19
449  11569  24
449  12149  25
449  11252  69
449  3393  69
449  7964  45
449  26749  28
449  10879  44
450  21981  44
